"State","report_date","yoy_pct_change","Country"
"North Carolina",2020-02-27,-0.01,"United States"
"Nuevo Leon",2020-02-27,0.01,"Mexico"
"Ohio",2020-02-27,-0.13,"United States"
"Oklahoma",2020-02-27,0.01,"United States"
"Ontario",2020-02-27,-0.21,"Canada"
"Oregon",2020-02-27,0.03,"United States"
"Pennsylvania",2020-02-27,-0.03,"United States"
"Quebec",2020-02-27,-0.11,"Canada"
"Queensland",2020-02-27,0.07,"Australia"
"Quintana Roo",2020-02-27,0.03,"Mexico"
"Rhode Island",2020-02-27,-0.09,"United States"
"South Carolina",2020-02-27,0.08,"United States"
"Tennessee",2020-02-27,-0.01,"United States"
"Texas",2020-02-27,0,"United States"
"Utah",2020-02-27,0.01,"United States"
"Victoria",2020-02-27,-0.12,"Australia"
"Virginia",2020-02-27,-0.03,"United States"
"Washington",2020-02-27,0,"United States"
"Alabama",2020-02-26,-0.08,"United States"
"Alberta",2020-02-26,-0.01,"Canada"
"Arizona",2020-02-26,0.01,"United States"
"Baja California Sur",2020-02-26,0.09,"Mexico"
"British Columbia",2020-02-26,0,"Canada"
"California",2020-02-26,0.04,"United States"
"Colorado",2020-02-26,-0.01,"United States"
"Connecticut",2020-02-26,0.09,"United States"
"District of Columbia",2020-02-26,0.08,"United States"
"Florida",2020-02-26,0.03,"United States"
"Georgia",2020-02-26,-0.04,"United States"
"Hawaii",2020-02-26,0.09,"United States"
"Illinois",2020-02-26,-0.14,"United States"
"Indiana",2020-02-26,-0.05,"United States"
"Jalisco",2020-02-26,-0.13,"Mexico"
"Kansas",2020-02-26,0.05,"United States"
"Kentucky",2020-02-26,-0.14,"United States"
"Louisiana",2020-02-26,0.04,"United States"
"Maryland",2020-02-26,-0.08,"United States"
"Massachusetts",2020-02-26,0.01,"United States"
"Mexico City",2020-02-26,-0.1,"Mexico"
"Michigan",2020-02-26,-0.27,"United States"
"Minnesota",2020-02-26,-0.01,"United States"
"Missouri",2020-02-26,-0.11,"United States"
"Nebraska",2020-02-26,-0.16,"United States"
"Nevada",2020-02-26,-0.14,"United States"
"New Jersey",2020-02-26,-0.09,"United States"
"New Mexico",2020-02-26,0.17,"United States"
"New South Wales",2020-02-26,-0.01,"Australia"
"New York",2020-02-26,-0.01,"United States"
"North Carolina",2020-02-26,0.05,"United States"
"Nuevo Leon",2020-02-26,-0.1,"Mexico"
"Ohio",2020-02-26,-0.22,"United States"
"Oklahoma",2020-02-26,0.4,"United States"
"Ontario",2020-02-26,0.05,"Canada"
"Oregon",2020-02-26,0.15,"United States"
"Pennsylvania",2020-02-26,-0.03,"United States"
"Quebec",2020-02-26,-0.01,"Canada"
"Queensland",2020-02-26,0.03,"Australia"
"Quintana Roo",2020-02-26,-0.05,"Mexico"
"Rhode Island",2020-02-26,-0.13,"United States"
"South Carolina",2020-02-26,0.06,"United States"
"Tennessee",2020-02-26,-0.11,"United States"
"Texas",2020-02-26,0,"United States"
"Utah",2020-02-26,0.15,"United States"
"Victoria",2020-02-26,-0.08,"Australia"
"Virginia",2020-02-26,-0.05,"United States"
"Washington",2020-02-26,0.05,"United States"
"Alabama",2020-02-25,0,"United States"
"Alberta",2020-02-25,0.03,"Canada"
"Arizona",2020-02-25,0.05,"United States"
"Baja California Sur",2020-02-25,0.06,"Mexico"
"British Columbia",2020-02-25,-0.05,"Canada"
"California",2020-02-25,0.06,"United States"
"Colorado",2020-02-25,-0.04,"United States"
"Connecticut",2020-02-25,0.06,"United States"
"District of Columbia",2020-02-25,0.08,"United States"
"Florida",2020-02-25,0.05,"United States"
"Georgia",2020-02-25,0.02,"United States"
"Hawaii",2020-02-25,-0.01,"United States"
"Illinois",2020-02-25,-0.14,"United States"
"Indiana",2020-02-25,0.03,"United States"
"Jalisco",2020-02-25,-0.04,"Mexico"
"Kansas",2020-02-25,-0.03,"United States"
"Kentucky",2020-02-25,-0.07,"United States"
"Louisiana",2020-02-25,0.78,"United States"
"Maryland",2020-02-25,-0.03,"United States"
"Massachusetts",2020-02-25,0.01,"United States"
"Mexico City",2020-02-25,-0.02,"Mexico"
"Michigan",2020-02-25,-0.08,"United States"
"Minnesota",2020-02-25,0.19,"United States"
"Missouri",2020-02-25,-0.02,"United States"
"Nebraska",2020-02-25,0.03,"United States"
"Nevada",2020-02-25,-0.01,"United States"
"New Jersey",2020-02-25,-0.07,"United States"
"New Mexico",2020-02-25,-0.04,"United States"
"New South Wales",2020-02-25,0.03,"Australia"
"New York",2020-02-25,0.01,"United States"
"North Carolina",2020-02-25,0.01,"United States"
"Nuevo Leon",2020-02-25,-0.12,"Mexico"
"Ohio",2020-02-25,-0.06,"United States"
"Oklahoma",2020-02-25,0.03,"United States"
"Ontario",2020-02-25,-0.06,"Canada"
"Oregon",2020-02-25,-0.01,"United States"
"Pennsylvania",2020-02-25,-0.05,"United States"
"Quebec",2020-02-25,0.2,"Canada"
"Queensland",2020-02-25,0.07,"Australia"
"Quintana Roo",2020-02-25,0.02,"Mexico"
"Rhode Island",2020-02-25,-0.13,"United States"
"South Carolina",2020-02-25,0.02,"United States"
"Tennessee",2020-02-25,-0.07,"United States"
"Texas",2020-02-25,0.09,"United States"
"Utah",2020-02-25,0.13,"United States"
"Victoria",2020-02-25,-0.06,"Australia"
"Virginia",2020-02-25,0.02,"United States"
"Washington",2020-02-25,-0.02,"United States"
"Alabama",2020-02-24,0.01,"United States"
"Alberta",2020-02-24,-0.01,"Canada"
"Arizona",2020-02-24,0.02,"United States"
"Baja California Sur",2020-02-24,0.29,"Mexico"
"British Columbia",2020-02-24,-0.03,"Canada"
"California",2020-02-24,0.03,"United States"
"Colorado",2020-02-24,-0.02,"United States"
"Connecticut",2020-02-24,-0.02,"United States"
"District of Columbia",2020-02-24,0.11,"United States"
"Florida",2020-02-24,0.02,"United States"
"Georgia",2020-02-24,-0.09,"United States"
"Hawaii",2020-02-24,0.02,"United States"
"Illinois",2020-02-24,-0.05,"United States"
"Indiana",2020-02-24,0.06,"United States"
"Jalisco",2020-02-24,-0.09,"Mexico"
"Kansas",2020-02-24,-0.12,"United States"
"Kentucky",2020-02-24,0.02,"United States"
"Louisiana",2020-02-24,0.8,"United States"
"Maryland",2020-02-24,0.08,"United States"
"Massachusetts",2020-02-24,0.04,"United States"
"Mexico City",2020-02-24,0,"Mexico"
"Michigan",2020-02-24,0.01,"United States"
"Minnesota",2020-02-24,0.02,"United States"
"Missouri",2020-02-24,-0.07,"United States"
"Nebraska",2020-02-24,0.04,"United States"
"Nevada",2020-02-24,0.01,"United States"
"New Jersey",2020-02-24,0.06,"United States"
"New Mexico",2020-02-24,-0.03,"United States"
"New South Wales",2020-02-24,0.04,"Australia"
"New York",2020-02-24,0.06,"United States"
"North Carolina",2020-02-24,-0.09,"United States"
"Nuevo Leon",2020-02-24,0,"Mexico"
"Ohio",2020-02-24,-0.08,"United States"
"Oklahoma",2020-02-24,-0.05,"United States"
"Ontario",2020-02-24,-0.02,"Canada"
"Oregon",2020-02-24,0.12,"United States"
"Pennsylvania",2020-02-24,0,"United States"
"Quebec",2020-02-24,0.14,"Canada"
"Queensland",2020-02-24,0.09,"Australia"
"Quintana Roo",2020-02-24,-0.02,"Mexico"
"Rhode Island",2020-02-24,0.14,"United States"
"South Carolina",2020-02-24,0.03,"United States"
"Tennessee",2020-02-24,-0.09,"United States"
"Texas",2020-02-24,0,"United States"
"Utah",2020-02-24,0.04,"United States"
"Victoria",2020-02-24,-0.07,"Australia"
"Virginia",2020-02-24,0.02,"United States"
"Washington",2020-02-24,-0.01,"United States"
"Alabama",2020-02-23,0.02,"United States"
"Alberta",2020-02-23,0,"Canada"
"Arizona",2020-02-23,0.05,"United States"
"Baja California Sur",2020-02-23,0.01,"Mexico"
"British Columbia",2020-02-23,-0.02,"Canada"
"California",2020-02-23,0.07,"United States"
"Colorado",2020-02-23,-0.08,"United States"
"Connecticut",2020-02-23,0.02,"United States"
"District of Columbia",2020-02-23,0.15,"United States"
"Florida",2020-02-23,0.02,"United States"
"Georgia",2020-02-23,-0.09,"United States"
"Hawaii",2020-02-23,0.03,"United States"
"Illinois",2020-02-23,0.11,"United States"
"Indiana",2020-02-23,0.13,"United States"
"Jalisco",2020-02-23,0.02,"Mexico"
"Kansas",2020-02-23,-0.06,"United States"
"Kentucky",2020-02-23,-0.02,"United States"
"Louisiana",2020-02-23,0.11,"United States"
"Maryland",2020-02-23,0.08,"United States"
"Massachusetts",2020-02-23,0.11,"United States"
"Mexico City",2020-02-23,0.02,"Mexico"
"Michigan",2020-02-23,0.18,"United States"
"Minnesota",2020-02-23,0.22,"United States"
"Missouri",2020-02-23,-0.03,"United States"
"Nebraska",2020-02-23,0.6,"United States"
"Nevada",2020-02-23,0.08,"United States"
"New Jersey",2020-02-23,0.12,"United States"
"New Mexico",2020-02-23,0.03,"United States"
"New South Wales",2020-02-23,-0.05,"Australia"
"New York",2020-02-23,0.13,"United States"
"North Carolina",2020-02-23,0.02,"United States"
"Nuevo Leon",2020-02-23,0.1,"Mexico"
"Ohio",2020-02-23,0,"United States"
"Oklahoma",2020-02-23,-0.08,"United States"
"Ontario",2020-02-23,0.14,"Canada"
"Oregon",2020-02-23,0.2,"United States"
"Pennsylvania",2020-02-23,0.03,"United States"
"Quebec",2020-02-23,0.29,"Canada"
"Queensland",2020-02-23,0.04,"Australia"
"Quintana Roo",2020-02-23,-0.01,"Mexico"
"Rhode Island",2020-02-23,0.24,"United States"
"South Carolina",2020-02-23,0.04,"United States"
"Tennessee",2020-02-23,-0.14,"United States"
"Texas",2020-02-23,-0.03,"United States"
"Utah",2020-02-23,0.04,"United States"
"Victoria",2020-02-23,-0.02,"Australia"
"Virginia",2020-02-23,0.07,"United States"
"Washington",2020-02-23,0.1,"United States"
"Alabama",2020-02-22,0.08,"United States"
"Alberta",2020-02-22,0.05,"Canada"
"Arizona",2020-02-22,-0.03,"United States"
"Baja California Sur",2020-02-22,0.01,"Mexico"
"British Columbia",2020-02-22,0.03,"Canada"
"California",2020-02-22,-0.02,"United States"
"Colorado",2020-02-22,0.01,"United States"
"Connecticut",2020-02-22,-0.06,"United States"
"District of Columbia",2020-02-22,0.08,"United States"
"Florida",2020-02-22,0.02,"United States"
"Georgia",2020-02-22,-0.02,"United States"
"Hawaii",2020-02-22,0.04,"United States"
"Illinois",2020-02-22,0.06,"United States"
"Indiana",2020-02-22,0.03,"United States"
"Jalisco",2020-02-22,-0.06,"Mexico"
"Kansas",2020-02-22,-0.04,"United States"
"Kentucky",2020-02-22,0.11,"United States"
"Louisiana",2020-02-22,0.02,"United States"
"Maryland",2020-02-22,0.08,"United States"
"Massachusetts",2020-02-22,-0.01,"United States"
"Mexico City",2020-02-22,0,"Mexico"
"Michigan",2020-02-22,0,"United States"
"Minnesota",2020-02-22,0.17,"United States"
"Missouri",2020-02-22,0.01,"United States"
"Nebraska",2020-02-22,1.63,"United States"
"Nevada",2020-02-22,-0.04,"United States"
"New Jersey",2020-02-22,0.03,"United States"
"New Mexico",2020-02-22,-0.04,"United States"
"New South Wales",2020-02-22,0.08,"Australia"
"New York",2020-02-22,0.01,"United States"
"North Carolina",2020-02-22,0.04,"United States"
"Nuevo Leon",2020-02-22,0.09,"Mexico"
"Ohio",2020-02-22,-0.07,"United States"
"Oklahoma",2020-02-22,-0.02,"United States"
"Ontario",2020-02-22,-0.05,"Canada"
"Oregon",2020-02-22,0.07,"United States"
"Pennsylvania",2020-02-22,0.01,"United States"
"Quebec",2020-02-22,0.05,"Canada"
"Queensland",2020-02-22,0.02,"Australia"
"Quintana Roo",2020-02-22,0.02,"Mexico"
"Rhode Island",2020-02-22,-0.06,"United States"
"South Carolina",2020-02-22,0.1,"United States"
"Tennessee",2020-02-22,0.07,"United States"
"Texas",2020-02-22,0.01,"United States"
"Utah",2020-02-22,0.05,"United States"
"Victoria",2020-02-22,-0.05,"Australia"
"Virginia",2020-02-22,0.06,"United States"
"Washington",2020-02-22,0.02,"United States"
"Alabama",2020-02-21,-0.02,"United States"
"Alberta",2020-02-21,0.01,"Canada"
"Arizona",2020-02-21,0.04,"United States"
"Baja California Sur",2020-02-21,-0.09,"Mexico"
"British Columbia",2020-02-21,0.06,"Canada"
"California",2020-02-21,0,"United States"
"Colorado",2020-02-21,0.07,"United States"
"Connecticut",2020-02-21,-0.03,"United States"
"District of Columbia",2020-02-21,0,"United States"
"Florida",2020-02-21,-0.05,"United States"
"Georgia",2020-02-21,-0.05,"United States"
"Hawaii",2020-02-21,0.05,"United States"
"Illinois",2020-02-21,-0.03,"United States"
"Indiana",2020-02-21,-0.08,"United States"
"Jalisco",2020-02-21,0.05,"Mexico"
"Kansas",2020-02-21,-0.11,"United States"
"Kentucky",2020-02-21,0.06,"United States"
"Louisiana",2020-02-21,0.1,"United States"
"Maryland",2020-02-21,0.01,"United States"
"Massachusetts",2020-02-21,-0.07,"United States"
"Mexico City",2020-02-21,-0.02,"Mexico"
"Michigan",2020-02-21,-0.12,"United States"
"Minnesota",2020-02-21,-0.09,"United States"
"Missouri",2020-02-21,0.03,"United States"
"Nebraska",2020-02-21,-0.01,"United States"
"Nevada",2020-02-21,0.01,"United States"
"New Jersey",2020-02-21,-0.02,"United States"
"New Mexico",2020-02-21,0.08,"United States"
"New South Wales",2020-02-21,0.05,"Australia"
"New York",2020-02-21,-0.04,"United States"
"North Carolina",2020-02-21,-0.01,"United States"
"Nuevo Leon",2020-02-21,0.04,"Mexico"
"Ohio",2020-02-21,-0.07,"United States"
"Oklahoma",2020-02-21,0.04,"United States"
"Ontario",2020-02-21,-0.07,"Canada"
"Oregon",2020-02-21,0.09,"United States"
"Pennsylvania",2020-02-21,-0.03,"United States"
"Quebec",2020-02-21,-0.05,"Canada"
"Queensland",2020-02-21,0.04,"Australia"
"Quintana Roo",2020-02-21,-0.07,"Mexico"
"Rhode Island",2020-02-21,-0.15,"United States"
"South Carolina",2020-02-21,0,"United States"
"Tennessee",2020-02-21,0.03,"United States"
"Texas",2020-02-21,0.02,"United States"
"Utah",2020-02-21,0.04,"United States"
"Victoria",2020-02-21,-0.07,"Australia"
"Virginia",2020-02-21,-0.03,"United States"
"Washington",2020-02-21,0.03,"United States"
"Alabama",2020-02-20,0.01,"United States"
"Alberta",2020-02-20,0.02,"Canada"
"Arizona",2020-02-20,0.08,"United States"
"Baja California Sur",2020-02-20,-0.02,"Mexico"
"British Columbia",2020-02-20,0.01,"Canada"
"California",2020-02-20,0.05,"United States"
"Colorado",2020-02-20,-0.04,"United States"
"Connecticut",2020-02-20,0.01,"United States"
"District of Columbia",2020-02-20,0.08,"United States"
"Florida",2020-02-20,-0.04,"United States"
"Georgia",2020-02-20,-0.06,"United States"
"Hawaii",2020-02-20,0.04,"United States"
"Illinois",2020-02-20,-0.02,"United States"
"Indiana",2020-02-20,-0.15,"United States"
"Jalisco",2020-02-20,0,"Mexico"
"Kansas",2020-02-20,-0.14,"United States"
"Kentucky",2020-02-20,0.02,"United States"
"Louisiana",2020-02-20,0.09,"United States"
"Maryland",2020-02-20,0.04,"United States"
"Massachusetts",2020-02-20,0.05,"United States"
"Mexico City",2020-02-20,-0.01,"Mexico"
"Michigan",2020-02-20,-0.09,"United States"
"Minnesota",2020-02-20,-0.15,"United States"
"Missouri",2020-02-20,-0.01,"United States"
"Nebraska",2020-02-20,0.06,"United States"
"Nevada",2020-02-20,-0.01,"United States"
"New Jersey",2020-02-20,-0.04,"United States"
"New Mexico",2020-02-20,0.05,"United States"
"New South Wales",2020-02-20,-0.01,"Australia"
"New York",2020-02-20,0.01,"United States"
"North Carolina",2020-02-20,-0.3,"United States"
"Nuevo Leon",2020-02-20,-0.1,"Mexico"
"Ohio",2020-02-20,-0.05,"United States"
"Oklahoma",2020-02-20,-0.04,"United States"
"Ontario",2020-02-20,-0.06,"Canada"
"Oregon",2020-02-20,0.04,"United States"
"Pennsylvania",2020-02-20,0,"United States"
"Quebec",2020-02-20,-0.04,"Canada"
"Queensland",2020-02-20,0,"Australia"
"Quintana Roo",2020-02-20,-0.06,"Mexico"
"Rhode Island",2020-02-20,0.07,"United States"
"South Carolina",2020-02-20,-0.11,"United States"
"Tennessee",2020-02-20,-0.09,"United States"
"Texas",2020-02-20,0,"United States"
"Utah",2020-02-20,0.02,"United States"
"Victoria",2020-02-20,-0.05,"Australia"
"Virginia",2020-02-20,-0.01,"United States"
"Washington",2020-02-20,0.06,"United States"
"Alabama",2020-02-19,0.07,"United States"
"Alberta",2020-02-19,0.1,"Canada"
"Arizona",2020-02-19,0.01,"United States"
"Baja California Sur",2020-02-19,-0.02,"Mexico"
"British Columbia",2020-02-19,-0.03,"Canada"
"California",2020-02-19,0.02,"United States"
"Colorado",2020-02-19,-0.08,"United States"
"Connecticut",2020-02-19,0.26,"United States"
"District of Columbia",2020-02-19,0.55,"United States"
"Florida",2020-02-19,-0.03,"United States"
"Georgia",2020-02-19,0.04,"United States"
"Hawaii",2020-02-19,0.02,"United States"
"Illinois",2020-02-19,0.04,"United States"
"Indiana",2020-02-19,0.13,"United States"
"Jalisco",2020-02-19,0.09,"Mexico"
"Kansas",2020-02-19,0.02,"United States"
"Kentucky",2020-02-19,0.14,"United States"
"Louisiana",2020-02-19,0.02,"United States"
"Maryland",2020-02-19,0.7,"United States"
"Massachusetts",2020-02-19,0.07,"United States"
"Mexico City",2020-02-19,-0.09,"Mexico"
"Michigan",2020-02-19,0,"United States"
"Minnesota",2020-02-19,0.51,"United States"
"Missouri",2020-02-19,0.17,"United States"
"Nebraska",2020-02-19,0.08,"United States"
"Nevada",2020-02-19,-0.18,"United States"
"New Jersey",2020-02-19,0.7,"United States"
"New Mexico",2020-02-19,-0.03,"United States"
"New South Wales",2020-02-19,-0.07,"Australia"
"New York",2020-02-19,0.11,"United States"
"North Carolina",2020-02-19,0.01,"United States"
"Nuevo Leon",2020-02-19,-0.12,"Mexico"
"Ohio",2020-02-19,0.01,"United States"
"Oklahoma",2020-02-19,0.13,"United States"
"Ontario",2020-02-19,-0.04,"Canada"
"Oregon",2020-02-19,-0.01,"United States"
"Pennsylvania",2020-02-19,0.63,"United States"
"Quebec",2020-02-19,0.09,"Canada"
"Queensland",2020-02-19,0.02,"Australia"
"Quintana Roo",2020-02-19,0,"Mexico"
"Rhode Island",2020-02-19,0,"United States"
"South Carolina",2020-02-19,-0.02,"United States"
"Tennessee",2020-02-19,0.08,"United States"
"Texas",2020-02-19,-0.06,"United States"
"Utah",2020-02-19,0.03,"United States"
"Victoria",2020-02-19,-0.07,"Australia"
"Virginia",2020-02-19,0.58,"United States"
"Washington",2020-02-19,0.08,"United States"
"Alabama",2020-02-18,-0.14,"United States"
"Alberta",2020-02-18,0.02,"Canada"
"Arizona",2020-02-18,0,"United States"
"Baja California Sur",2020-02-18,-0.06,"Mexico"
"British Columbia",2020-02-18,0.08,"Canada"
"California",2020-02-18,-0.02,"United States"
"Colorado",2020-02-18,0.01,"United States"
"Connecticut",2020-02-18,0.08,"United States"
"District of Columbia",2020-02-18,-0.05,"United States"
"Florida",2020-02-18,0,"United States"
"Georgia",2020-02-18,0,"United States"
"Hawaii",2020-02-18,0,"United States"
"Illinois",2020-02-18,-0.04,"United States"
"Indiana",2020-02-18,0.21,"United States"
"Jalisco",2020-02-18,0.08,"Mexico"
"Kansas",2020-02-18,0.39,"United States"
"Kentucky",2020-02-18,0.11,"United States"
"Louisiana",2020-02-18,-0.06,"United States"
"Maryland",2020-02-18,0.06,"United States"
"Massachusetts",2020-02-18,0,"United States"
"Mexico City",2020-02-18,-0.08,"Mexico"
"Michigan",2020-02-18,-0.12,"United States"
"Minnesota",2020-02-18,-0.11,"United States"
"Missouri",2020-02-18,0.32,"United States"
"Nebraska",2020-02-18,0.3,"United States"
"Nevada",2020-02-18,-0.19,"United States"
"New Jersey",2020-02-18,0.03,"United States"
"New Mexico",2020-02-18,0.18,"United States"
"New South Wales",2020-02-18,0.04,"Australia"
"New York",2020-02-18,-0.01,"United States"
"North Carolina",2020-02-18,0.04,"United States"
"Nuevo Leon",2020-02-18,-0.12,"Mexico"
"Ohio",2020-02-18,-0.08,"United States"
"Oklahoma",2020-02-18,0.51,"United States"
"Ontario",2020-02-18,-0.16,"Canada"
"Oregon",2020-02-18,0.04,"United States"
"Pennsylvania",2020-02-18,0.03,"United States"
"Quebec",2020-02-18,0.06,"Canada"
"Queensland",2020-02-18,0.05,"Australia"
"Quintana Roo",2020-02-18,0.02,"Mexico"
"Rhode Island",2020-02-18,0.08,"United States"
"South Carolina",2020-02-18,0.08,"United States"
"Tennessee",2020-02-18,0.01,"United States"
"Texas",2020-02-18,0,"United States"
"Utah",2020-02-18,0,"United States"
"Victoria",2020-02-18,-0.1,"Australia"
"Virginia",2020-02-18,0.06,"United States"
"Washington",2020-02-18,0.09,"United States"
"Wisconsin",2020-02-18,0.03,"United States"
"Wisconsin",2020-02-19,0.21,"United States"
"Wisconsin",2020-02-20,-0.01,"United States"
"Wisconsin",2020-02-21,-0.03,"United States"
"Wisconsin",2020-02-22,0.14,"United States"
"Wisconsin",2020-02-23,0.25,"United States"
"Wisconsin",2020-02-24,0,"United States"
"Wisconsin",2020-02-25,0.09,"United States"
"Wisconsin",2020-02-26,-0.04,"United States"
"Wisconsin",2020-02-27,-0.01,"United States"
"Wisconsin",2020-02-28,0.09,"United States"
"Wisconsin",2020-02-29,0.03,"United States"
"Wisconsin",2020-03-01,0.05,"United States"
"Wisconsin",2020-03-02,0.08,"United States"
"Wisconsin",2020-03-03,0.09,"United States"
"Wisconsin",2020-03-04,0.12,"United States"
"Wisconsin",2020-03-05,-0.07,"United States"
"Wisconsin",2020-03-06,-0.07,"United States"
"Wisconsin",2020-03-07,-0.06,"United States"
"Wisconsin",2020-03-08,0.15,"United States"
"Wisconsin",2020-03-09,-0.1,"United States"
"Wisconsin",2020-03-10,0.01,"United States"
"Wisconsin",2020-03-11,0,"United States"
"Wisconsin",2020-03-12,-0.1,"United States"
"Wisconsin",2020-03-13,-0.26,"United States"
"Wisconsin",2020-03-14,-0.39,"United States"
"Wisconsin",2020-03-15,-0.47,"United States"
